,Title,Rank,Type,Episodes,Aired,Score
3847,Adachi-ga Hara,9105,Movie,1,Nov 1991 - Nov 1991,5.95
3848,Yume-iro Pâtissière: Mune Kyun Tropical Island!,3402,Special,1,Jul 2010 - Jul 2010,7.13
3849,Wild Cleaner,11447,Special,1,Dec 2019 - Dec 2019,5.29
3850,Yume Senshi Wingman,3738,TV,47,Feb 1984 - Feb 1985,7.06
3851,Senki Zesshou Symphogear AXZ,1391,TV,13,Jul 2017 - Oct 2017,7.6
3852,Quanzhi Gaoshou Specials,376,ONA,3,Apr 2018 - May 2018,8.17
3853,Tamako Love Story,700,Movie,1,Apr 2014 - Apr 2014,7.92
3854,Shikioriori,3459,Movie,3,Aug 2018 - Aug 2018,7.12
3855,Ani ni Tsukeru Kusuri wa Nai! 3,1174,TV,12,Oct 2019 - Dec 2019,7.69
3856,Dear Boys,4957,TV,26,Apr 2003 - Sep 2003,6.78
3857,Chain Chronicle: Haecceitas no Hikari,6053,TV,12,Jan 2017 - Mar 2017,6.56
3858,Armitage III: Poly-Matrix,3765,Movie,1,Apr 1996 - Apr 1996,7.05
3859,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,7879,Special,1,Dec 2013 - Dec 2013,6.21
3860,Ninja Ryuukenden,10370,OVA,1,Nov 1991 - Nov 1991,5.64
3861,Yakyuukyou no Uta,5892,TV,25,Dec 1977 - Mar 1979,6.59
3862,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,7193,Special,1,Jan 2005 - Jan 2005,6.34
3863,Mahoromatic: Tadaima Okaeri,3836,Special,2,Oct 2009 - Oct 2009,7.04
3864,Blade & Soul,8637,TV,13,Apr 2014 - Jun 2014,6.05
3865,"Suisei no Gargantia: Meguru Kouro, Haruka",2313,OVA,2,Sep 2014 - Apr 2015,7.35
3866,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,10357,OVA,1,Jan 1987 - Jan 1987,5.64
3867,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,5011,Special,1,Jun 2015 - Jun 2015,6.77
3868,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,2922,OVA,1,Jan 2009 - Jan 2009,7.23
3869,Extreme Hearts,6294,TV,12,Jul 2022 - Sep 2022,6.52
3870,Coyote Ragtime Show,5758,TV,12,Jul 2006 - Sep 2006,6.62
3871,Maburaho,5165,TV,24,Oct 2003 - Apr 2004,6.74
3872,Hime Gal♥Paradise,8925,OVA,9,Dec 2010 - Apr 2012,5.99
3873,Ryuu to Sobakasu no Hime,1685,Movie,1,Jul 2021 - Jul 2021,7.51
3874,Mitsu x Mitsu Drops,9334,OVA,2,Apr 2006 - Jul 2006,5.9
3875,Miru Tights: Cosplay Satsuei Tights,6648,Special,1,Aug 2019 - Aug 2019,6.45
3876,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,3162,Special,1,Feb 2014 - Feb 2014,7.18
3877,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",7008,Movie,1,Aug 1981 - Aug 1981,6.38
3878,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",4486,TV,?,Jan 2023 -,6.88
3879,Daisougen to Hakuba,11345,OVA,1,Jul 2000 - Jul 2000,5.33
3880,Boogiepop wa Warawanai,3251,TV,12,Jan 2000 - Mar 2000,7.16
3881,Duel Masters!,10347,TV,51,Apr 2018 - Mar 2019,5.64
3882,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,5447,Movie,1,Aug 1999 - Aug 1999,6.68
3883,Ani x Para: Anata no Hero wa Dare desu ka,6758,Special,16,Nov 2017 - Mar 2023,6.43
3884,Kyou no Asuka Show,5917,ONA,20,Aug 2012 - Jan 2013,6.59
3885,Naruto: Shippuuden Movie 6 - Road to Ninja,1194,Movie,1,Jul 2012 - Jul 2012,7.68
3886,Ni Zhenshi Ge Tiancai,9147,ONA,24,Apr 2022 - Jul 2022,5.94
3887,Tegamibachi Reverse,1063,TV,25,Oct 2010 - Mar 2011,7.73
3888,Cat's Eye,3092,TV,73,Jul 1983 - Jul 1985,7.19
3889,"""Parade"" de Satie",11610,Movie,1,May 2016 - May 2016,5.22
3890,Strange+,9028,TV,12,Jan 2014 - Mar 2014,5.97
3891,Id:Indeed,10768,ONA,12,Jan 2021 - Mar 2021,5.52
3892,Chocomatsu-san: Valentine's Day-hen,9504,ONA,3,Feb 2021 - Feb 2021,5.86
3893,009 Re:Cyborg x Zip,12094,ONA,10,Oct 2012 - Oct 2012,4.95
3894,Loveless Specials,6564,Special,6,Nov 2005 - Apr 2006,6.47
3895,"Little Polar Bear: Shirokuma-kun, Fune ni Noru",9536,OVA,1,Dec 1991 - Dec 1991,5.85
3896,Genki Bakuhatsu Ganbaruger,2888,TV,47,Apr 1992 - Feb 1993,7.23
3897,YanYan Machiko,11205,ONA,11,Dec 2009 - Aug 2015,5.38
3898,Ark IX,11978,OVA,1,Jul 2013 - Jul 2013,5.03
3899,B-gata H-kei,4648,TV,12,Apr 2010 - Jun 2010,6.85
3900,Battle Athletess Daiundoukai (TV),4391,TV,26,Oct 1997 - Mar 1998,6.91
3901,Little Charo,8230,TV,50,Apr 2008 - Mar 2009,6.13
3902,Pikotarou no Lullaby Lullaby (TV),10628,TV,9,Aug 2017 - Sep 2017,5.56
3903,Wan Jie Shen Zhu 2nd Season,5357,ONA,48,Feb 2020 - Jul 2020,6.7
3904,Jue Ji,6556,Movie,1,Sep 2016 - Sep 2016,6.47
3905,Cherry no Manma,12430,OVA,1,Oct 1989 - Oct 1989,4.67
3906,Hatsumei Boy Kanipan,5019,TV,31,Jul 1998 - Jan 1999,6.77
3907,Comic Party Specials,7220,Special,4,Jan 2003 - Jan 2003,6.34
3908,Afro Samurai Pilot,5446,Special,1,Jan 2003 - Jan 2003,6.68
3909,Nanami-chan 3rd Series,9200,TV,16,Aug 2006 - Nov 2006,5.93
3910,Shichinin no Nana,4703,TV,25,Jan 2002 - Jun 2002,6.84
3911,Seikoku no Dragonar,6816,TV,12,Apr 2014 - Jun 2014,6.42
3912,Kurage no Shokudou,7844,OVA,1,Mar 2016 - Mar 2016,6.21
3913,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,2297,Special,1,Jul 2010 - Jul 2010,7.35
3914,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,4269,TV,13,Jul 2012 - Sep 2012,6.93
3915,Tsuki ga Michibiku Isekai Douchuu,1136,TV,12,Jul 2021 - Sep 2021,7.71
3916,Guskou Budori no Denki (2012),7710,Movie,1,Jul 2012 - Jul 2012,6.24
3917,Dragon Ball Z x Kao,10447,ONA,1,Feb 2018 - Feb 2018,5.62
3918,Sinbad: Soratobu Hime to Himitsu no Shima,8218,Movie,1,Jul 2015 - Jul 2015,6.14
3919,Biohazard: Damnation,3477,Movie,1,Sep 2012 - Sep 2012,7.12
3920,Astro Boy: Tetsuwan Atom,3914,TV,50,Apr 2003 - Mar 2004,7.02
3921,Majo demo Steady,12225,OVA,1,Sep 1986 - Sep 1986,4.84
3922,Nine: Original-ban,9201,Movie,1,Sep 1983 - Sep 1983,5.93
3923,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",4316,TV,13,Oct 2022 - Dec 2022,6.93
3924,Ikkyuu-san (1978),7712,TV,26,Apr 1978 - Oct 1978,6.24
3925,Nichijou,142,TV,26,Apr 2011 - Sep 2011,8.46
3926,Sore Ike! Anpanman: Baikinman no Gyakushuu,8944,Movie,1,Jul 1990 - Jul 1990,5.99
3927,Worku,11523,ONA,2,Apr 2005 - Mar 2017,5.26
3928,RahXephon Specials,7206,Special,2,Aug 2003 - Feb 2004,6.34
3929,Matantei Loki Ragnarok,2808,TV,26,Apr 2003 - Sep 2003,7.25
3930,Asu no Yoichi!,5366,TV,12,Jan 2009 - Mar 2009,6.7
3931,Kamigami no Ki,9409,TV,16,Nov 2016 - Apr 2017,5.88
3932,Toushou Daimos,2923,TV,44,Apr 1978 - Jan 1979,7.23
3933,Stranger: Mukou Hadan,285,Movie,1,Sep 2007 - Sep 2007,8.26
3934,Why,12385,Movie,1,1975 - 1975,4.71
3935,Kamichu!,2211,TV,12,Jun 2005 - Sep 2005,7.37
3936,Mashiro Witch,10511,ONA,1,Mar 2017 - Mar 2017,5.6
3937,Kidou Senshi SD Gundam Mk-II,8295,OVA,3,Jun 1989 - Jun 1989,6.12
3938,Violet Evergarden CM,959,ONA,2,May 2016 - Mar 2017,7.78
3939,Ichigeki Sacchuu!! Hoihoi-san: Legacy,12302,ONA,1,Aug 2012 - Aug 2012,4.78
3940,Shugo Chara!,2114,TV,51,Oct 2007 - Sep 2008,7.4
3941,Hataraku Saibou Specials,5551,Special,5,Oct 2018 - Feb 2019,6.66
3942,Douluo Dalu II: Jueshi Tangmen,2795,ONA,52,Jun 2023 -,7.25
3943,Lupin the Third: Mine Fujiko to Iu Onna,989,TV,13,Apr 2012 - Jun 2012,7.77
3944,Tokyo Juushouden,11694,OVA,3,Jul 1999 - Jan 2000,5.18
3945,To Heart 2 OVA,4718,OVA,3,Feb 2007 - Sep 2007,6.83
3946,Taichi Senjimon,7460,TV,39,Apr 2007 - Jan 2008,6.29
3947,Punch Line,4379,TV,12,Apr 2015 - Jun 2015,6.91
3948,Shinrei Tantei Yakumo,2514,TV,13,Oct 2010 - Dec 2010,7.31
3949,PriPara,1684,TV,140,Jul 2014 - Mar 2017,7.51
3950,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,8023,Movie,1,Mar 1987 - Mar 1987,6.18
3951,Cinderella Girls Gekijou: Climax Season,6691,TV,13,Apr 2019 - Jun 2019,6.44
3952,Huan Jie Wang,6499,ONA,20,May 2018 - Oct 2018,6.48
3953,Aoi Hitomi no Onnanoko no Ohanashi,7700,Special,1,Aug 2009 - Aug 2009,6.24
3954,Ushinawareta Mirai wo Motomete,5207,TV,12,Oct 2014 - Dec 2014,6.73
3955,Dragon Collection,8191,TV,51,Apr 2014 - Mar 2015,6.14
3956,Majutsushi Orphen: Revenge,5049,TV,23,Oct 1999 - Mar 2000,6.76
3957,Nageki no Ice Candy,9713,Movie,1,2009 - 2009,5.8
3958,Grimm Meisaku Gekijou,2142,TV,24,Oct 1987 - Mar 1988,7.39
3959,Tsugumomo OVA,4246,OVA,1,Jan 2020 - Jan 2020,6.94
3960,Kara no Kyoukai: Manner Movies,6884,Movie,7,Dec 2007 - Aug 2009,6.4
3961,Shin Hokuto no Ken,4303,OVA,3,Jul 2003 - May 2004,6.93
3962,Fate/Grand Order,1605,Special,?,Dec 2014 -,7.54
3963,Fushigiboshi no☆Futagohime,2206,TV,51,Apr 2005 - Mar 2006,7.37
3964,Lupin III: Lupin Ansatsu Shirei,4291,Special,1,Jul 1993 - Jul 1993,6.93
3965,Rail Wars!,6975,TV,12,Jul 2014 - Sep 2014,6.39
3966,Wonder Momo,12750,ONA,5,Feb 2014 - Mar 2014,3.46
3967,He Wei Dao x Guan Yu Wo Zhuan Sheng Bian Cheng Shi Lai Mu Zhe Dang Shi,10351,ONA,1,Nov 2022 - Nov 2022,5.64
3968,Kemono Jihen,2115,TV,12,Jan 2021 - Mar 2021,7.39
3969,Meiken Jolie,5262,TV,52,Apr 1981 - Jun 1982,6.72
3970,Mini Van Large,9278,ONA,26,Jun 2021 - May 2022,5.91
3971,Majo no Tabitabi,1565,TV,12,Oct 2020 - Dec 2020,7.55
3972,Body Jack: Tanoshii Yutai Ridatsu,12050,OVA,1,Jan 1987 - Jan 1987,4.99
3973,Kuruneko: Nyaalock Holmes no Bouken,8359,Special,4,Dec 2010 - Sep 2011,6.11
3974,Sakura Taisen,4614,TV,25,Apr 2000 - Sep 2000,6.86
3975,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,7167,Special,1,Oct 1979 - Oct 1979,6.35
3976,Tsuideni Tonchinkan,4310,TV,43,Oct 1987 - Oct 1988,6.93
3977,Tensai Bakabon,6989,TV,40,Sep 1971 - Jun 1972,6.38
3978,Pokemon Daiundoukai,10629,ONA,1,Oct 2020 - Oct 2020,5.56
3979,Oshare Kozou wa Hanamaru,11272,OVA,1,Apr 1993 - Apr 1993,5.36
3980,Gorillaman,9117,OVA,2,Jun 1992 - Dec 1993,5.95
3981,Een,12516,ONA,1,Feb 2018 - Feb 2018,4.57
3982,Tengoku Daimakyou,313,TV,13,Apr 2023 - Jun 2023,8.23
3983,Chuukan Kanriroku Tonegawa,3203,TV,24,Jul 2018 - Dec 2018,7.17
3984,Samurai Spirits: Haten Gouma no Shou,11274,Special,1,Sep 1994 - Sep 1994,5.36
3985,Hoshi no Orpheus,11780,Movie,1,Oct 1979 - Oct 1979,5.14
3986,Ojamanga Yamada-kun (Movie),9224,Movie,1,Mar 1981 - Mar 1981,5.92
3987,Dantalian no Shoka: Ibarahime,3333,OVA,1,Aug 2012 - Aug 2012,7.15
3988,Dragon Ball Kai (2014),1188,TV,61,Apr 2014 - Jun 2015,7.68
3989,Bari Bari Densetsu,7001,OVA,2,May 1986 - Dec 1986,6.38
3990,Yoza-Quar!,6399,Special,6,Dec 2013 - May 2014,6.5
3991,Cardfight!! Vanguard: overDress Season 2,5513,TV,13,Oct 2021 - Dec 2021,6.67
3992,Belle to Kaijuu Ouji,4516,Movie,1,1976 - 1976,6.88
3993,Genki-kun no Oshougatsu @ Tokyo-eki,12218,ONA,1,Dec 2012 - Dec 2012,4.85
3994,"On a Forest, in the Air",12042,ONA,1,Aug 2014 - Aug 2014,5
3995,One Piece: Dai Tettei Kaibou! Gekitou! 5-nin no Shin Sedai,5630,Special,1,Oct 2022 - Oct 2022,6.65
3996,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,6514,Special,1,Sep 2006 - Sep 2006,6.48
3997,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,4396,Movie,1,Mar 1981 - Mar 1981,6.91
3998,R-15: R15 Shounen Hyouryuuki,5637,OVA,1,Dec 2011 - Dec 2011,6.65
3999,Mamotte! Lollipop,5797,TV,13,Jul 2006 - Sep 2006,6.61
4000,Crystal Blaze,8284,TV,12,Apr 2008 - Jun 2008,6.12
4001,Mo Dao Zu Shi Q,775,ONA,30,Jul 2020 - Jan 2021,7.88
4002,Subarashii Shigoto,10246,ONA,1,Sep 2015 - Sep 2015,5.67
4003,Tomica Kizuna Gattai: Earth Granner,9785,TV,51,Apr 2020 - Mar 2021,5.79
4004,Lupin III: Part 6,3220,TV,24,Oct 2021 - Mar 2022,7.17
4005,Appleseed XIII,7475,OVA,13,Jun 2011 - Jan 2012,6.29
4006,Yinhun x He Wei Dao,3543,ONA,3,Aug 2017 - Nov 2017,7.1
4007,Sensuikan Cassiopeia,12362,Movie,1,1964 - 1964,4.74
4008,Zhen Gyi Hong Shi,9496,TV,52,Oct 2014 - Nov 2014,5.86
4009,Onikiri Shoujo,12206,ONA,1,Jun 2009 - Jun 2009,4.86
4010,Mahoutsukai Precure!,2751,TV,50,Feb 2016 - Jan 2017,7.26
4011,Terra Formars: Revenge,5591,TV,13,Apr 2016 - Jun 2016,6.65
4012,Tenchi Muyou! in Love 2: Harukanaru Omoi,3066,Movie,1,Apr 1999 - Apr 1999,7.2
4013,Shounen Ashibe: Go! Go! Goma-chan 3,10313,TV,32,Apr 2018 - Feb 2019,5.65
4014,Tsuru Shitae Waka Kan,12412,Movie,1,2011 - 2011,4.68
4015,Play Ball,8092,TV,13,Jul 2005 - Sep 2005,6.16
4016,Tokyo Juushouden: Fuuma Gogyou Denshou,11812,OVA,3,Aug 2001 - Jan 2002,5.12
4017,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1208,Special,1,Jul 2015 - Jul 2015,7.67
4018,Peach Girl,4234,TV,25,Jan 2005 - Jun 2005,6.94
4019,Ginga Densetsu Weed,2950,TV,26,Nov 2005 - May 2006,7.22
4020,Kunoichi Tsubaki no Mune no Uchi,3270,TV,13,Apr 2022 - Jul 2022,7.16
4021,School Rumble Ni Gakki,604,TV,26,Apr 2006 - Sep 2006,7.99
4022,"Kimetsu no Yaiba: Jougen Shuuketsu, Soshite Katanakaji no Sato e",1338,Movie,1,Feb 2023 - Feb 2023,7.62
4023,Kaizoku Oujo,3688,TV,12,Oct 2021 - Dec 2021,7.07
4024,Cross Ange: Tenshi to Ryuu no Rondo,2138,TV,25,Oct 2014 - Mar 2015,7.39
4025,The Borgman: Last Battle,9292,OVA,1,Sep 1989 - Sep 1989,5.91
4026,From Osaka with Cheer!,12012,ONA,4,Mar 2008 - Mar 2008,5.01
4027,Warui no wo Taose!! Salaryman Man,12049,ONA,1,Nov 2004 - Nov 2004,4.99
4028,Salad Land,11647,ONA,1,Feb 2012 - Feb 2012,5.21
4029,Hakuouki: Hekketsuroku,1491,TV,10,Oct 2010 - Dec 2010,7.57
4030,Shingeki no Kyojin in the Dome: Heishi-tachi no Hoshizora,3583,Movie,1,May 2017 - May 2017,7.1
4031,Kyoushoku Soukou Guyver,7936,Movie,1,Dec 1986 - Dec 1986,6.19
4032,Cowboy Bebop: Yose Atsume Blues,2047,Special,1,Jun 1998 - Jun 1998,7.41
4033,Ninja Hattori-kun,4377,TV,694,Sep 1981 - Dec 1987,6.91
4034,Sentou Mecha Xabungle,3458,TV,50,Feb 1982 - Jan 1983,7.12
4035,Street Fighter IV: Aratanaru Kizuna,7777,OVA,1,Feb 2009 - Feb 2009,6.23
4036,Transformers: Car Robots,6275,TV,39,Apr 2000 - Dec 2000,6.52
4037,Mahou no Princess Minky Momo,3423,TV,63,Mar 1982 - May 1983,7.13
4038,Ultraman USA,10975,Movie,1,Apr 1989 - Apr 1989,5.46
4039,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,11440,Special,1,Sep 1998 - Sep 1998,5.29
4040,Chobits Recap,4206,Special,1,Feb 2003 - Feb 2003,6.95
4041,Kataribe Shoujo Honoka,11829,ONA,1,Jul 2015 - Jul 2015,5.11
4042,SF Saiyuuki Starzinger,4226,TV,73,Apr 1978 - Aug 1979,6.95
4043,Shin Koihime†Musou,4908,TV,12,Oct 2009 - Dec 2009,6.79
4044,Seiren,7529,TV,12,Jan 2017 - Mar 2017,6.28
4045,Origami of Landscape,11988,ONA,1,Jun 2013 - Jun 2013,5.03
4046,Joshikousei: Girl's High,5915,TV,12,Apr 2006 - Jun 2006,6.59
4047,Blue Archive,4158,ONA,?,Jan 2021 -,6.95
4048,Chihayafuru,367,TV,25,Oct 2011 - Mar 2012,8.18
4049,Haikara-san ga Tooru,3103,TV,42,Jun 1978 - Mar 1979,7.19
4050,Utawarerumono Specials,1531,Special,6,Aug 2006 - Feb 2007,7.56
4051,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,1936,TV,10,Jan 2013 - Mar 2013,7.44
4052,Genki!! Ekoda-chan,10546,TV,22,Apr 2011 - Sep 2011,5.59
4053,Natsu e no Tobira,9419,Movie,1,Mar 1981 - Mar 1981,5.88
4054,Hal & Bons,12219,OVA,5,Oct 2002 - Oct 2002,4.85
4055,Cutey Honey,6928,TV,25,Oct 1973 - Mar 1974,6.4
4056,Moshidora,4492,TV,10,Apr 2011 - May 2011,6.88
4057,Mojakou,3279,TV,74,Oct 1995 - Mar 1997,7.16
4058,Pokemon: Pikachu to Eievui Friends,5056,Movie,1,Jul 2013 - Jul 2013,6.76
4059,Sakura Taisen: Ouka Kenran,5499,OVA,4,Dec 1997 - Jul 1998,6.67
4060,Happy☆Lesson The Final,5080,OVA,3,May 2004 - Oct 2004,6.76
4061,Miracle Train: Chuo-sen e Youkoso,9540,Special,1,Aug 2009 - Aug 2009,5.85
4062,Ling Long: Incarnation Special,3786,ONA,1,May 2021 - May 2021,7.05
4063,Xian Wang de Richang Shenghuo 2,2130,ONA,12,Oct 2021 - Jan 2022,7.39
4064,Death Billiards,745,Movie,1,Mar 2013 - Mar 2013,7.89
4065,Bakugan Battle Brawlers: Gundalian Invaders,7381,TV,39,Apr 2011 - Jan 2012,6.31
4066,Backkom: Jung-gug Gijeogwi,11569,Special,1,2013 - 2013,5.24
4067,Under the Dog,7674,OVA,1,Aug 2016 - Aug 2016,6.25
4068,Gregory Horror Show: The Last Train,7978,TV,26,Oct 2000 - Mar 2001,6.19
4069,Hey! Bumboo,8502,TV,130,Apr 1985 - Apr 1986,6.08
4070,Teekyuu 6,6191,TV,12,Oct 2015 - Dec 2015,6.54
4071,Naruto: Shippuuden - Sunny Side Battle,1516,Special,1,Oct 2013 - Oct 2013,7.56
4072,Jujutsu Kaisen 2nd Season,57,TV,23,Jul 2023 -,8.68
4073,Stella no Mahou Specials,5278,Special,2,Feb 2017 - Mar 2017,6.72
4074,Izumo: Takeki Tsurugi no Senki,8293,TV,12,Apr 2005 - Jun 2005,6.12
4075,Momoya x Peeping Life: Go en desu yo!,11000,ONA,4,Apr 2013 - May 2013,5.45
4076,Magic Knight Rayearth Pilot,8663,Special,1,Oct 2014 - Oct 2014,6.05
4077,Yozakura Quartet: Tsuki ni Naku,1843,OVA,3,Oct 2013 - Nov 2014,7.46
4078,SSSS.Gridman Movie,5659,Movie,1,Jan 2023 - Jan 2023,6.64
4079,Nar Doma,10872,TV,26,May 2015 - Nov 2015,5.49
4080,Selection Project,2815,TV,13,Oct 2021 - Dec 2021,7.25
4081,Senga Tsubo,11336,Movie,1,1925 - 1925,5.34
4082,Tsurupika Hagemaru-kun,4193,TV,59,Mar 1988 - Oct 1989,6.96
4083,Free! Movie 1: Timeless Medley - Kizuna,1444,Movie,1,Apr 2017 - Apr 2017,7.58
4084,Suzumiya Haruhi-chan no Yuuutsu,1838,ONA,25,Feb 2009 - May 2009,7.46
4085,Flanders no Inu (Movie),908,Movie,1,Mar 1997 - Mar 1997,7.81
4086,Good Morning Call,8710,OVA,1,Aug 2001 - Aug 2001,6.04
4087,Recorder to Randoseru Mi☆ Special,7207,Special,1,Oct 2013 - Oct 2013,6.34
4088,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,10602,OVA,1,Nov 1992 - Nov 1992,5.57
4089,Wish Me Mell,11340,ONA,3,Jun 2011 - Jul 2012,5.33
4090,Choushin Hime Dangaizer 3,11261,OVA,4,Oct 1999 - Mar 2001,5.36
4091,Aa! Megami-sama! Sorezore no Tsubasa Specials,1709,Special,2,Feb 2007 - Feb 2007,7.5
4092,UFO Princess Valkyrie: Recap,8468,Special,1,Aug 2003 - Aug 2003,6.09
4093,Kidou Senkan Nadesico,1759,TV,26,Oct 1996 - Mar 1997,7.49
4094,Sengoku Majin Goushougun (Movie),8940,Movie,1,Apr 1982 - Apr 1982,5.99
4095,Mirai Nikki (TV): Ura Mirai Nikki,6566,Special,10,Jan 2012 - Aug 2012,6.47
4096,Pachislo Kizoku Gin,9595,TV,23,Apr 2001 - Sep 2001,5.84
4097,Mei Chuxi de Yinyangshi Yijia,8515,ONA,12,Apr 2019 - Jul 2019,6.08
4098,Yami Shibai 10,8100,TV,13,Jan 2022 - Apr 2022,6.16
4099,Boku no Hero Academia: Hero Note,2630,Special,1,Mar 2017 - Mar 2017,7.28
4100,First Kiss Monogatari,12168,OVA,1,Feb 2000 - Feb 2000,4.89
4101,The iDOLM@STER Million Live! 1-shuunen Kinen PV,9293,Special,1,Feb 2014 - Feb 2014,5.91
4102,Saint Seiya: Legend of Sanctuary,7951,Movie,1,Jun 2014 - Jun 2014,6.19
4103,Tsuki ga Kirei,507,TV,12,Apr 2017 - Jun 2017,8.06
4104,Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama,8899,ONA,5,Aug 2021 - Dec 2021,5.99
4105,Itazura Majo to Nemuranai Machi,9270,ONA,1,Dec 2017 - Dec 2017,5.91
4106,Hellsing: Psalm of the Darkness,4410,Special,1,Aug 2001 - Aug 2001,6.9
4107,Hataraku Saibou!!,2291,TV,8,Jan 2021 - Feb 2021,7.35
4108,Maria†Holic Alive,4218,TV,12,Apr 2011 - Jun 2011,6.95
4109,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,10685,ONA,2,Nov 2014 - Nov 2014,5.55
4110,Bokura wa Minna Kawai-sou: Hajimete no,1278,Special,1,Jan 2015 - Jan 2015,7.64
4111,SpoGomi: World Cup Exhibition Match-hen,11241,ONA,1,Mar 2022 - Mar 2022,5.37
4112,Endro~!,4335,TV,12,Jan 2019 - Mar 2019,6.92
4113,Wolf's Rain,931,TV,26,Jan 2003 - Jul 2003,7.8
4114,Bungou Stray Dogs Wan!,644,TV,12,Jan 2021 - Mar 2021,7.96
4115,Potemayo Specials,2690,Special,6,Sep 2007 - Feb 2008,7.27
4116,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,4047,Movie,1,Aug 2015 - Aug 2015,6.99
4117,Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,4197,ONA,5,Dec 2019 - Jan 2020,6.95
4118,Hand Maid May: Akiramemasen,5378,Special,1,Feb 2001 - Feb 2001,6.7
4119,Kimetsu no Yaiba: Mugen Ressha-hen,178,TV,7,Oct 2021 - Nov 2021,8.39
4120,Geki Drive,12244,ONA,1,Oct 2015 - Oct 2015,4.83
4121,Kore wa Zombie desu ka? of the Dead,1762,TV,10,Apr 2012 - Jun 2012,7.49
4122,Shinano Mainichi Shinbun,11061,Special,1,Sep 2007 - Sep 2007,5.43
4123,World Fool News,11244,ONA,6,Apr 2013 - May 2013,5.37
4124,Uchuu Senshi Baldios (Movie),7536,Movie,1,Dec 1981 - Dec 1981,6.28
4125,Ensemble Stars! Picture Drama,8339,Special,12,Sep 2019 - Apr 2020,6.11
4126,Ringo to Shoujo,12180,Movie,1,Dec 1982 - Dec 1982,4.88
4127,Gokukoku no Brynhildr: Kara Sawagi,5906,Special,1,Sep 2014 - Sep 2014,6.59
4128,Macross 7 Plus,4972,Special,11,Jan 1995 - Jan 1996,6.78
4129,Doudou,10987,Movie,2,2002 - 2003,5.45
4130,Beatless,7821,TV,20,Jan 2018 - Jun 2018,6.21
4131,Amakage,11775,ONA,1,May 2012 - May 2012,5.14
4132,Island (TV),7400,TV,12,Jul 2018 - Sep 2018,6.31
4133,Sayonara Watashi no Cramer Movie: First Touch,3601,Movie,1,Jun 2021 - Jun 2021,7.09
4134,The Gakuen Choujo-tai,10317,OVA,1,Jun 1991 - Jun 1991,5.65
4135,Masuda Kousuke Gekijou Gag Manga Biyori 2,3374,TV,12,Aug 2006 - Oct 2006,7.14
4136,Guan Hai Ce,10463,ONA,16,Jun 2018 - Sep 2018,5.61
4137,Suki tte Ii na yo. Dareka ga,2846,OVA,1,Jul 2013 - Jul 2013,7.24
4138,Sore Ike! Anpanman: Niji no Pyramid,8799,Movie,1,Jul 1997 - Jul 1997,6.02
4139,Re:␣Hamatora,2308,TV,12,Jul 2014 - Sep 2014,7.35
4140,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",1797,Movie,1,Nov 2017 - Nov 2017,7.48
4141,Jinzou Ningen Kikaider The Animation,4213,TV,13,Oct 2000 - Jan 2001,6.95
4142,Tetsuwan Birdy Decode: The Cipher,2781,OVA,1,Jul 2009 - Jul 2009,7.25
4143,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,3030,Movie,1,Mar 2001 - Mar 2001,7.2
4144,Detective Conan Movie 02: The Fourteenth Target,767,Movie,1,Apr 1998 - Apr 1998,7.88
4145,Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu,7041,Movie,1,Jul 1996 - Jul 1996,6.38
4146,Kuang Shen Mo Zun,6887,ONA,62,May 2021 - Nov 2021,6.4
4147,Zankyou no Terror,469,TV,11,Jul 2014 - Sep 2014,8.09
